"CompanyCode","Product","ProductType","ProductDescription","BaseUnit","VolumeUnit","NetWeight","GrossWeight","IsMarkedForDeletion","ProcessDate","MeasureunitID","MeasureunitID","Plant","ToleranceValue","District","IsGeneric","StandardPrice","SupplierAccountGroup","ValidityEndDate","MATERIALTYPEID","MATERIALGROUP","IsMarkedForDeletion"
5700,1012201,,"POTE YOGURISIMO C/COPOS DE MAIZ AZUCARADOS ""SOLIDARISIMOS"" (27/09/05)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012202,,"POTE SLEEVEADO - SER FIRME VAINILLA x 195 gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012203,,"POTE SLEEVEADO - SER FIRME FRUTILLA x 195 gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012204,,"POTE SLEEVEADO - SER FIRME POMELO ROSADO x 195 gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012205,,"POTE SER CORN FLAKES con miel x 164gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012206,,"POTE SER TOTAL con fruta x 174gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012207,,"POTE SLEEVEADO - SER TROPICAL x 160 gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,1012208,,"POTE SLEEVEADO - SER CRUNCH BERRIES x 160 gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012209,,"POTE SER COLCHON FRUTILLA  x 175gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012210,,"POTE SER COLCHON DURAZNO / MANZANA  x 175gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012211,,"POTE SER COLCHON ARANDANO/FLLA/GROSELLA  x 175gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012212,,"POTE SER COLCHON KIWI/ANANA x 175gr - CREATE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012215,,"POTE SER FIRME VAINILLA x 190 gr - Impreso - Monalisa 2.0 - Duplicado",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012216,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - Monalisa 2.0 - Duplicado",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012217,,"POTE YSS ZUCARITAS x 166 gr - impreso (1213) - SIRENITA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012218,,"POTE YSS GRANOLA x 168 gr (150+18) - impreso (1212) - SIRENITA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012220,,"POTE YSS ARTESANAL Vainilla x 140 gr - impreso - TANGO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012221,,"POTE YSS ARTESANAL VAINILLA x 140 gr - impreso - MILONGA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012222,,"POTE YSS ARTESANAL Natural x 140 gr - impreso - TANGO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012223,,"POTE YSS ARTESANAL FRUTILLA x 140 gr - impreso - MILONGA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012224,,"POTE YSS ARTESANAL Pera x 140 gr - impreso - TANGO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012225,,"POTE YSS ARTESANAL NATURAL x 140 gr - impreso - MILONGA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012230,,"POTE YSS FIRME VAINILLA x 140 gr - Alfio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012232,,"POTE YSS FIRME FRUTILLA x 140 gr - Alfio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012240,,"POTE ACTIVIA DZNO y DAMASCO c/semillas zapallo, lino y amaranto x130gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012241,,"POTE ACTIVIA FRUTILLA y CRANBERRY c/semillas lino y girasol x 130 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012242,,"POTE ACTIVIA DZNO y DAMASCO c/semillas zapallo, lino y amaranto x130gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012243,,"POTE ACTIVIA FRUTILLA y CRANBERRY c/semillas lino y girasol x 130 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012244,,"POTE ACTIVIA DURAZNO y DAMASCO c/semillas x 130 gr - Frecicar",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012245,,"POTE ACTIVIA FLLA y CRANBERRY c/semillas x 130 gr - Frecicar",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012246,,"POTE SER FIRME VAINILLA x 190 gr - Impreso - SKIN",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012247,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - SKIN",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012248,,"POTE SER FREE FRUTILLA FRAMBUESA x 140 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012249,,"POTE SER FREE MANGO MARACUYA x 140 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012250,,"POTE SER FIRME VAINILLA x 190 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012251,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012252,,"POTE SER NATURAL x 175 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012253,,"POTE SER CORN FLAKES x 166 gr - (150 base + 16) -Impreso- Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012254,,"POTE SER TOTAL con fruta x 160 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012255,,"POTE SER CRUNCH BERRIES x 155 gr - Impreso  - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012256,,"POTE SER TOTAL con fruta x 158 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012257,,"POTE SER COLCHON DURAZNO / MANZANA  x 175gr - sleeve - RODRIGUEZ",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012258,,"POTE SER COLCHON ARANDANO/FLLA/GROSELLA  x 175gr -sleeve-RODRIGUEZ",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012260,,"POTE YSS FIRME VAINILLA x 190 gr - Impreso - SUPER",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012261,,"POTE YSS FIRME FRUTILLA x 190 gr - Impreso - SUPER",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012262,,"POTE YSS - ZUCARITAS x 166 gr - Impreso - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012263,,"POTE YSS - GRANOLA x 168 gr (150+18) - Impreso - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012264,,"POTE YSS ZUCARITAS x 166 gr - impreso (1171) - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012265,,"POTE YSS GRANOLA x 168 gr (150+18) - impreso (1172) - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012294,,"POTE YOGURISIMO ENERGIATOTAL FRUTILLA AZUCARADOSx185gPROVITALIS(02/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012296,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOSx185gr""PROVITALIS""(Nva Formul)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012303,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x175g NUEVO GRAMAJE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012305,,"POTE YOGURISIMO ENERGIA TOTAL FRUTILLA AZUCARADOS x175g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012308,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x175g $2.49",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012310,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x175g ACCION SEREPESOS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012311,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x175g STAR WARS 8 DISEÑOS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
